Suburb,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,CouncilArea,Regionname,Propertycount,Year
Newport,3,h,900000.0,PI,6.2,3015.0,3.0,1.0,1.0,Hobsons Bay City Council,Western Metropolitan,5498.0,2017
Newport,2,u,485000.0,SP,6.2,3015.0,2.0,2.0,2.0,Hobsons Bay City Council,Western Metropolitan,5498.0,2017
Niddrie,3,t,970000.0,S,10.4,3042.0,3.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,2291.0,2017
Niddrie,2,u,600000.0,VB,10.4,3042.0,2.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,2291.0,2017
Niddrie,2,u,365000.0,VB,10.4,3042.0,2.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,2291.0,2017
Noble Park,3,u,571000.0,SP,22.7,3174.0,3.0,2.0,2.0,Greater Dandenong City Council,South-Eastern Metropolitan,11806.0,2017
Noble Park,2,u,489000.0,S,22.7,3174.0,2.0,2.0,2.0,Greater Dandenong City Council,South-Eastern Metropolitan,11806.0,2017
Noble Park,3,h,630000.0,S,22.7,3174.0,3.0,1.0,1.0,Greater Dandenong City Council,South-Eastern Metropolitan,11806.0,2017
North Melbourne,1,u,330000.0,S,1.8,3051.0,1.0,1.0,1.0,Melbourne City Council,Northern Metropolitan,6821.0,2017
North Melbourne,2,u,687000.0,PI,1.8,3051.0,2.0,2.0,2.0,Melbourne City Council,Northern Metropolitan,6821.0,2017
North Melbourne,2,h,1405000.0,S,1.8,3051.0,2.0,1.0,1.0,Melbourne City Council,Northern Metropolitan,6821.0,2017
Northcote,3,h,1290000.0,S,5.3,3070.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,3,h,1500000.0,VB,5.3,3070.0,3.0,2.0,1.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,2,h,1701000.0,S,5.3,3070.0,2.0,1.0,2.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,2,h,1225000.0,S,5.3,3070.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,1,u,410000.0,S,5.3,3070.0,1.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,3,h,1410000.0,S,5.3,3070.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,3,h,1900000.0,SP,5.3,3070.0,3.0,2.0,3.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,2,h,1295000.0,PI,5.3,3070.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,3,h,1020000.0,S,5.3,3070.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,3,h,989000.0,SP,5.3,3070.0,3.0,2.0,1.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,2,h,960000.0,S,5.3,3070.0,2.0,1.0,2.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,3,u,1900000.0,SP,5.3,3070.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,4,h,2025000.0,S,5.3,3070.0,4.0,1.0,3.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Northcote,3,h,1205000.0,S,5.3,3070.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11364.0,2017
Notting Hill,3,t,925000.0,S,16.7,3168.0,3.0,2.0,2.0,Monash City Council,Southern Metropolitan,902.0,2017
Nunawading,5,h,1700000.0,PI,15.4,3131.0,5.0,3.0,4.0,Manningham City Council,Eastern Metropolitan,4973.0,2017
Oak Park,3,h,891000.0,S,11.2,3046.0,3.0,1.0,2.0,Moreland City Council,Northern Metropolitan,2651.0,2017
Oakleigh,2,t,1050000.0,S,12.3,3166.0,2.0,2.0,2.0,Monash City Council,Southern Metropolitan,3224.0,2017
Oakleigh,4,h,1160000.0,PI,12.3,3166.0,4.0,3.0,2.0,Monash City Council,Southern Metropolitan,3224.0,2017
Oakleigh South,4,h,1021000.0,S,15.5,3167.0,4.0,2.0,2.0,Kingston City Council,South-Eastern Metropolitan,3692.0,2017
Oakleigh South,3,h,1050000.0,PI,15.5,3167.0,3.0,2.0,2.0,Kingston City Council,South-Eastern Metropolitan,3692.0,2017
Oakleigh South,3,h,1080000.0,SP,15.5,3167.0,3.0,1.0,2.0,Kingston City Council,South-Eastern Metropolitan,3692.0,2017
Ormond,3,t,1092500.0,S,11.4,3204.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,3578.0,2017
Pakenham,3,h,502500.0,SP,47.3,3810.0,3.0,2.0,2.0,Cardinia Shire Council,Eastern Victoria,17384.0,2017
Parkdale,2,h,1206000.0,S,21.5,3195.0,2.0,1.0,1.0,Kingston City Council,South-Eastern Metropolitan,5087.0,2017
Parkville,1,u,350000.0,S,1.8,3052.0,1.0,1.0,1.0,Melbourne City Council,Northern Metropolitan,2309.0,2017
Pascoe Vale,3,h,750000.0,PI,8.5,3044.0,3.0,2.0,1.0,Moreland City Council,Northern Metropolitan,7485.0,2017
Pascoe Vale,3,t,540000.0,PI,8.5,3044.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,7485.0,2017
Pascoe Vale,3,u,776000.0,S,8.5,3044.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,7485.0,2017
Pascoe Vale,3,h,743000.0,S,8.5,3044.0,3.0,1.0,1.0,Moreland City Council,Northern Metropolitan,7485.0,2017
Pascoe Vale,2,u,480000.0,VB,8.5,3044.0,2.0,2.0,2.0,Moreland City Council,Northern Metropolitan,7485.0,2017
Plumpton,3,h,521000.0,S,23.8,3335.0,3.0,2.0,2.0,Melton City Council,Western Metropolitan,1490.0,2017
Point Cook,4,h,665000.0,S,14.7,3030.0,4.0,2.0,2.0,Wyndham City Council,Western Metropolitan,15542.0,2017
Point Cook,4,h,682000.0,SP,14.7,3030.0,4.0,3.0,2.0,Wyndham City Council,Western Metropolitan,15542.0,2017
Port Melbourne,2,h,1410000.0,S,3.5,3207.0,2.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,8648.0,2017
Port Melbourne,3,h,1250000.0,VB,3.5,3207.0,3.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,8648.0,2017
Port Melbourne,3,u,1650000.0,PI,3.5,3207.0,3.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,8648.0,2017
Port Melbourne,3,u,1250000.0,PI,3.5,3207.0,3.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,8648.0,2017
Port Melbourne,3,h,1400000.0,VB,3.5,3207.0,3.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,8648.0,2017
Prahran,2,u,780000.0,S,4.6,3181.0,2.0,2.0,2.0,Stonnington City Council,Southern Metropolitan,7717.0,2017
Prahran,2,u,475000.0,VB,4.6,3181.0,2.0,2.0,2.0,Stonnington City Council,Southern Metropolitan,7717.0,2017
Prahran,2,h,1120000.0,S,4.6,3181.0,2.0,1.0,2.0,Stonnington City Council,Southern Metropolitan,7717.0,2017
Preston,2,t,665000.0,S,8.4,3072.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,t,985000.0,VB,8.4,3072.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,860000.0,VB,8.4,3072.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,820000.0,S,8.4,3072.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,2,u,310000.0,SP,8.4,3072.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,4,h,1380000.0,S,8.4,3072.0,4.0,2.0,3.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,3,h,1045000.0,S,8.4,3072.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Preston,4,h,1585000.0,S,8.4,3072.0,4.0,2.0,2.0,Darebin City Council,Northern Metropolitan,14577.0,2017
Princes Hill,2,h,1252500.0,S,3.5,3054.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,1008.0,2017
Princes Hill,2,h,957000.0,S,3.5,3054.0,2.0,1.0,2.0,Yarra City Council,Northern Metropolitan,1008.0,2017
Reservoir,3,h,665000.0,S,12.0,3073.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,2,t,555000.0,PI,12.0,3073.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,2,u,650000.0,S,12.0,3073.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,h,1210000.0,S,12.0,3073.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,h,850000.0,S,12.0,3073.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,2,u,550000.0,SP,12.0,3073.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,u,675000.0,SP,12.0,3073.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,4,h,750000.0,PI,12.0,3073.0,4.0,2.0,1.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,h,780000.0,PI,12.0,3073.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,h,650000.0,S,12.0,3073.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,1,u,300000.0,PI,12.0,3073.0,1.0,1.0,1.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,h,715000.0,SA,12.0,3073.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Reservoir,3,h,770000.0,SP,12.0,3073.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Richmond,2,h,1324000.0,S,2.4,3121.0,2.0,1.0,2.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,1,u,401000.0,SP,2.4,3121.0,1.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,3,h,951000.0,SP,2.4,3121.0,3.0,1.0,2.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,1,u,281200.0,S,2.4,3121.0,1.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,4,h,1260000.0,S,2.4,3121.0,3.0,2.0,2.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,2,h,1101000.0,S,2.4,3121.0,2.0,1.0,2.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,1,u,408000.0,S,2.4,3121.0,1.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Ringwood,3,h,808000.0,S,19.9,3134.0,3.0,1.0,1.0,Maroondah City Council,Eastern Metropolitan,7785.0,2017
Ringwood,4,h,1150000.0,PI,19.9,3134.0,4.0,2.0,1.0,Maroondah City Council,Eastern Metropolitan,7785.0,2017
Ringwood,4,t,850000.0,SA,19.9,3134.0,3.0,2.0,2.0,Maroondah City Council,Eastern Metropolitan,7785.0,2017
Ringwood,3,h,893500.0,S,19.9,3134.0,3.0,2.0,2.0,Maroondah City Council,Eastern Metropolitan,7785.0,2017
Ringwood,4,h,1050000.0,S,19.9,3134.0,4.0,2.0,2.0,Maroondah City Council,Eastern Metropolitan,7785.0,2017
Ringwood,2,h,1204000.0,S,19.9,3134.0,2.0,1.0,1.0,Maroondah City Council,Eastern Metropolitan,7785.0,2017
Ringwood North,4,h,950000.0,PI,19.9,3134.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,3619.0,2017
Ringwood North,4,h,865000.0,SA,19.9,3134.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,3619.0,2017
Rosanna,4,h,1530000.0,VB,8.9,3084.0,4.0,3.0,2.0,Banyule City Council,Eastern Metropolitan,3540.0,2017
Rosanna,3,h,1100000.0,SP,8.9,3084.0,3.0,1.0,2.0,Banyule City Council,Eastern Metropolitan,3540.0,2017
Rowville,4,h,1001000.0,S,23.5,3178.0,4.0,2.0,2.0,Knox City Council,South-Eastern Metropolitan,11667.0,2017
Roxburgh Park,6,h,680000.0,PI,20.6,3064.0,6.0,3.0,3.0,Hume City Council,Northern Metropolitan,5833.0,2017
Roxburgh Park,4,h,640000.0,S,20.6,3064.0,4.0,2.0,2.0,Hume City Council,Northern Metropolitan,5833.0,2017
Roxburgh Park,3,h,563500.0,S,20.6,3064.0,3.0,2.0,2.0,Hume City Council,Northern Metropolitan,5833.0,2017
Roxburgh Park,2,t,373500.0,S,20.6,3064.0,2.0,2.0,2.0,Hume City Council,Northern Metropolitan,5833.0,2017
Roxburgh Park,3,h,520000.0,S,20.6,3064.0,3.0,2.0,2.0,Hume City Council,Northern Metropolitan,5833.0,2017
Roxburgh Park,3,h,531000.0,S,20.6,3064.0,3.0,2.0,1.0,Hume City Council,Northern Metropolitan,5833.0,2017
Roxburgh Park,3,h,591000.0,S,20.6,3064.0,3.0,2.0,2.0,Hume City Council,Northern Metropolitan,5833.0,2017
Seddon,3,t,920000.0,SP,5.1,3011.0,3.0,2.0,2.0,Maribyrnong City Council,Western Metropolitan,2417.0,2017
Seddon,4,h,1220000.0,S,5.1,3011.0,4.0,2.0,3.0,Maribyrnong City Council,Western Metropolitan,2417.0,2017
Seddon,3,h,970000.0,S,5.1,3011.0,3.0,1.0,2.0,Maribyrnong City Council,Western Metropolitan,2417.0,2017
South Melbourne,2,h,1150000.0,VB,1.9,3205.0,2.0,1.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0,2017
South Melbourne,3,u,703000.0,S,1.9,3205.0,3.0,2.0,2.0,Port Phillip City Council,Southern Metropolitan,5943.0,2017
South Morang,4,h,630000.0,PI,20.5,3752.0,4.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,4,h,635000.0,PI,20.5,3752.0,4.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,5,h,810000.0,S,20.5,3752.0,5.0,3.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,4,h,637500.0,S,20.5,3752.0,4.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,4,h,652000.0,SP,20.5,3752.0,4.0,3.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Yarra,2,h,1160000.0,S,2.7,3141.0,2.0,1.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,2,u,1075000.0,S,2.7,3141.0,2.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,1,u,535000.0,S,2.7,3141.0,1.0,1.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,3,u,750000.0,PI,2.7,3141.0,3.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,2,h,1600000.0,VB,2.7,3141.0,2.0,1.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
Southbank,2,u,585000.0,S,0.7,3006.0,2.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,8400.0,2017
Springvale,3,h,738000.0,S,20.8,3171.0,3.0,1.0,2.0,Greater Dandenong City Council,South-Eastern Metropolitan,7412.0,2017
Springvale South,3,h,833000.0,SP,22.2,3172.0,3.0,1.0,3.0,Greater Dandenong City Council,South-Eastern Metropolitan,4054.0,2017
St Albans,3,h,840000.0,SP,14.0,3021.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,14042.0,2017
St Albans,3,h,622000.0,S,14.0,3021.0,3.0,1.0,3.0,Brimbank City Council,Western Metropolitan,14042.0,2017
St Albans,3,h,655000.0,S,14.0,3021.0,3.0,1.0,1.0,Brimbank City Council,Western Metropolitan,14042.0,2017
St Kilda,1,u,435000.0,S,5.0,3182.0,1.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0,2017
St Kilda,3,u,663000.0,S,5.0,3182.0,3.0,2.0,2.0,Port Phillip City Council,Southern Metropolitan,13240.0,2017
St Kilda,2,u,580000.0,S,5.0,3182.0,2.0,2.0,2.0,Port Phillip City Council,Southern Metropolitan,13240.0,2017
St Kilda,1,u,333000.0,S,5.0,3182.0,1.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0,2017
Strathmore,2,u,677500.0,S,8.2,3041.0,2.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,3284.0,2017
Strathmore,3,h,1300000.0,VB,8.2,3041.0,3.0,1.0,2.0,Moonee Valley City Council,Western Metropolitan,3284.0,2017
Strathmore,2,h,1240000.0,SA,8.2,3041.0,2.0,1.0,1.0,Moonee Valley City Council,Western Metropolitan,3284.0,2017
Strathmore,2,h,1210000.0,S,8.2,3041.0,2.0,1.0,2.0,Moonee Valley City Council,Western Metropolitan,3284.0,2017
Sunbury,3,h,468000.0,PI,31.7,3429.0,3.0,2.0,0.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunbury,4,h,420000.0,SP,31.7,3429.0,4.0,1.0,2.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunbury,3,h,540000.0,SP,31.7,3429.0,3.0,2.0,2.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunbury,4,h,608000.0,S,31.7,3429.0,4.0,2.0,2.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunbury,4,h,470000.0,S,31.7,3429.0,4.0,2.0,2.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunbury,4,h,550000.0,SA,31.7,3429.0,4.0,2.0,4.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunbury,3,h,427500.0,S,31.7,3429.0,3.0,1.0,3.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunshine,3,h,670000.0,PI,10.5,3020.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,3755.0,2017
Sunshine,3,h,885000.0,SP,10.5,3020.0,3.0,2.0,1.0,Brimbank City Council,Western Metropolitan,3755.0,2017
Sunshine,2,h,730000.0,S,10.5,3020.0,2.0,1.0,0.0,Brimbank City Council,Western Metropolitan,3755.0,2017
Sunshine,3,h,925000.0,S,10.5,3020.0,3.0,1.0,1.0,Brimbank City Council,Western Metropolitan,3755.0,2017
Sunshine,3,h,927500.0,S,10.5,3020.0,3.0,1.0,3.0,Brimbank City Council,Western Metropolitan,3755.0,2017
Sunshine,4,h,945800.0,SP,10.5,3020.0,4.0,1.0,3.0,Brimbank City Council,Western Metropolitan,3755.0,2017
Sunshine West,3,h,695000.0,S,10.5,3020.0,3.0,1.0,3.0,Brimbank City Council,Western Metropolitan,6763.0,2017
Sunshine West,4,h,750000.0,VB,10.5,3020.0,4.0,2.0,2.0,Brimbank City Council,Western Metropolitan,6763.0,2017
Sunshine West,3,u,565000.0,S,10.5,3020.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,6763.0,2017
Sunshine West,4,t,580000.0,S,10.5,3020.0,4.0,2.0,2.0,Brimbank City Council,Western Metropolitan,6763.0,2017
Surrey Hills,2,h,1170000.0,VB,10.2,3127.0,2.0,1.0,2.0,Boroondara City Council,Southern Metropolitan,5457.0,2017
Surrey Hills,2,u,770000.0,VB,10.2,3127.0,2.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,5457.0,2017
Sydenham,3,h,642000.0,S,18.0,3037.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,3640.0,2017
Sydenham,3,h,670000.0,S,18.0,3037.0,3.0,2.0,3.0,Brimbank City Council,Western Metropolitan,3640.0,2017
Tarneit,3,h,575000.0,S,18.4,3029.0,3.0,2.0,2.0,Wyndham City Council,Western Metropolitan,10160.0,2017
Taylors Hill,4,h,720000.0,S,18.0,3037.0,4.0,2.0,2.0,Melton City Council,Western Metropolitan,4242.0,2017
Taylors Lakes,2,h,462000.0,S,15.5,3038.0,2.0,2.0,2.0,Brimbank City Council,Western Metropolitan,5336.0,2017
Templestowe,4,h,1168888.0,S,15.5,3106.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,6202.0,2017
Templestowe,4,h,1500000.0,VB,15.5,3106.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,6202.0,2017
Templestowe Lower,3,h,1300000.0,S,12.4,3107.0,3.0,1.0,1.0,Manningham City Council,Eastern Metropolitan,5420.0,2017
Templestowe Lower,4,h,1699000.0,SA,12.4,3107.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0,2017
Templestowe Lower,3,t,1155000.0,S,12.4,3107.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0,2017
Templestowe Lower,4,h,1130000.0,VB,12.4,3107.0,4.0,2.0,1.0,Manningham City Council,Eastern Metropolitan,5420.0,2017
Templestowe Lower,4,h,1200000.0,S,12.4,3107.0,4.0,2.0,3.0,Manningham City Council,Eastern Metropolitan,5420.0,2017
Thomastown,3,h,710000.0,S,15.3,3074.0,3.0,1.0,3.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thomastown,4,h,841000.0,S,15.3,3074.0,4.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thomastown,2,u,514000.0,S,15.3,3074.0,2.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thomastown,3,u,480000.0,S,15.3,3074.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thomastown,2,u,475000.0,S,15.3,3074.0,2.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thornbury,2,h,835000.0,S,7.0,3071.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,8870.0,2017
Thornbury,3,t,915000.0,PI,7.0,3071.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,8870.0,2017
Thornbury,1,u,373333.0,SP,7.0,3071.0,1.0,1.0,1.0,Darebin City Council,Northern Metropolitan,8870.0,2017
Toorak,3,u,830000.0,SP,4.1,3142.0,3.0,2.0,2.0,Stonnington City Council,Southern Metropolitan,7217.0,2017
Travancore,2,h,1655000.0,S,4.3,3032.0,2.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,1052.0,2017
Truganina,3,u,450000.0,S,18.4,3029.0,3.0,2.0,2.0,Melton City Council,Western Metropolitan,5811.0,2017
Truganina,3,h,567000.0,S,18.4,3029.0,3.0,2.0,2.0,Melton City Council,Western Metropolitan,5811.0,2017
Tullamarine,2,h,490000.0,PI,12.9,3043.0,2.0,2.0,2.0,Brimbank City Council,Western Metropolitan,3296.0,2017
Tullamarine,3,h,651000.0,S,12.9,3043.0,3.0,1.0,0.0,Brimbank City Council,Western Metropolitan,3296.0,2017
Tullamarine,3,h,666000.0,S,12.9,3043.0,3.0,2.0,1.0,Brimbank City Council,Western Metropolitan,3296.0,2017
Tullamarine,4,h,756000.0,S,12.9,3043.0,4.0,3.0,3.0,Brimbank City Council,Western Metropolitan,3296.0,2017
Vermont South,5,h,1280000.0,SP,17.2,3133.0,3.0,2.0,2.0,Whitehorse City Council,Eastern Metropolitan,4280.0,2017
Viewbank,5,h,1060000.0,VB,8.9,3084.0,5.0,3.0,2.0,Banyule City Council,Eastern Metropolitan,2698.0,2017
Viewbank,3,h,960000.0,S,8.9,3084.0,3.0,1.0,1.0,Banyule City Council,Eastern Metropolitan,2698.0,2017
Wantirna,4,h,906000.0,S,14.7,3152.0,4.0,2.0,2.0,Knox City Council,Eastern Metropolitan,5424.0,2017
Wantirna,4,h,1085000.0,S,14.7,3152.0,4.0,3.0,2.0,Knox City Council,Eastern Metropolitan,5424.0,2017
Wantirna South,3,h,1261000.0,S,14.7,3152.0,3.0,1.0,3.0,Knox City Council,Eastern Metropolitan,7082.0,2017
Wantirna South,5,h,1205000.0,S,14.7,3152.0,5.0,2.0,2.0,Knox City Council,Eastern Metropolitan,7082.0,2017
Warrandyte,3,h,860000.0,VB,21.1,3113.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,2003.0,2017
Watsonia North,3,h,756000.0,S,14.5,3087.0,3.0,1.0,2.0,Banyule City Council,Northern Metropolitan,1442.0,2017
Werribee,4,h,900000.0,PI,14.7,3030.0,4.0,3.0,4.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,3,h,425000.0,S,14.7,3030.0,3.0,1.0,2.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,3,h,660000.0,S,14.7,3030.0,3.0,2.0,2.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,3,h,580000.0,S,14.7,3030.0,3.0,2.0,2.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,3,h,931000.0,S,14.7,3030.0,3.0,1.0,2.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,2,u,355000.0,S,14.7,3030.0,2.0,2.0,2.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,3,h,430000.0,SP,14.7,3030.0,3.0,1.0,0.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,3,h,465000.0,S,14.7,3030.0,3.0,1.0,2.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,4,h,500000.0,SP,14.7,3030.0,4.0,2.0,2.0,Wyndham City Council,Western Metropolitan,16166.0,2017
West Footscray,2,h,580000.0,VB,6.4,3012.0,2.0,1.0,1.0,Maribyrnong City Council,Western Metropolitan,5058.0,2017
West Footscray,2,u,490000.0,VB,6.4,3012.0,2.0,2.0,2.0,Maribyrnong City Council,Western Metropolitan,5058.0,2017
West Footscray,3,h,895000.0,SP,6.4,3012.0,3.0,1.0,1.0,Maribyrnong City Council,Western Metropolitan,5058.0,2017
West Footscray,4,h,1378000.0,S,6.4,3012.0,4.0,2.0,4.0,Maribyrnong City Council,Western Metropolitan,5058.0,2017
West Melbourne,3,h,1470000.0,SP,3.1,3003.0,3.0,2.0,1.0,Melbourne City Council,Northern Metropolitan,2230.0,2017
Wheelers Hill,4,h,1010000.0,SP,16.7,3150.0,4.0,1.0,2.0,Monash City Council,South-Eastern Metropolitan,7392.0,2017
Williamstown,3,h,1145000.0,S,6.8,3016.0,3.0,2.0,2.0,Hobsons Bay City Council,Western Metropolitan,6380.0,2017
Williamstown,3,h,1375000.0,SP,6.8,3016.0,3.0,2.0,2.0,Hobsons Bay City Council,Western Metropolitan,6380.0,2017
Williamstown,2,h,1200000.0,SA,6.8,3016.0,2.0,1.0,1.0,Hobsons Bay City Council,Western Metropolitan,6380.0,2017
Wollert,4,h,600000.0,SP,25.5,3750.0,4.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,2940.0,2017
Wollert,3,h,530000.0,SP,25.5,3750.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,2940.0,2017
Wollert,3,h,710000.0,SP,25.5,3750.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,2940.0,2017
Wyndham Vale,4,h,551000.0,S,27.2,3024.0,3.0,2.0,2.0,Wyndham City Council,Western Metropolitan,5262.0,2017
Wyndham Vale,4,h,463000.0,S,27.2,3024.0,4.0,2.0,2.0,Wyndham City Council,Western Metropolitan,5262.0,2017
Wyndham Vale,3,h,412000.0,S,27.2,3024.0,3.0,2.0,2.0,Wyndham City Council,Western Metropolitan,5262.0,2017
Wyndham Vale,3,h,575000.0,S,27.2,3024.0,3.0,2.0,2.0,Wyndham City Council,Western Metropolitan,5262.0,2017
Wyndham Vale,4,h,625000.0,S,27.2,3024.0,3.0,2.0,2.0,Wyndham City Council,Western Metropolitan,5262.0,2017
